EntrezGene ID,HGNC symbol
64215,DNAJC1
6249,CLIP1
122060,SLAIN1
261726,TIPRL
23513,SCRIB
8190,MIA
10370,CITED2
1859,DYRK1A
27159,CHIA
388531,RGS9BP
6405,SEMA3F
7991,TUSC3
347168,OR1J1
23312,DMXL2
2887,GRB10
4233,MET
55810,FOXJ2
3396,ICT1
388630,TRABD2B
64091,POPDC2
642273,FAM110C
5972,REN
283111,OR51V1
101928134,
4061,LY6E
53630,BCO1
2811,GP1BA
121643,FOXN4
4855,NOTCH4
284047,CCDC144B
340485,ACER2
100526772,TMEM110-MUSTN1
4659,PPP1R12A
116988,AGAP3
4163,MCC
8448,DOC2A
84365,NIFK
6352,CCL5
10916,MAGED2
135,ADORA2A
53916,RAB4B
55671,SMEK1
79642,ARSJ
79042,TSEN34
51112,TRAPPC12
182,JAG1
79072,FASTKD3
112724,
25909,AHCTF1
3927,LASP1
389118,CDHR4
8870,IER3
124773,C17orf64
135927,C7orf34
25911,DPCD
2549,GAB1
60685,ZFAND3
22925,PLA2R1
51206,GP6
7019,TFAM
729877,TBC1D3H
9749,PHACTR2
100506142,
57563,KLHL8
284632,
222234,FAM185A
8085,KMT2D
90423,ATP6V1E2
7572,ZNF24
8651,SOCS1
5620,PRM2
11156,PTP4A3
55254,TMEM39A
1794,DOCK2
4143,MAT1A
729873,TBC1D3
102723859,TBC1D3
348180,CTU2
389125,MUSTN1
29121,CLEC2D
10990,LILRB5
23617,TSSK2
84717,
116511,MAS1L
6037,RNASE3
100289087,TSPY10
343702,XKR7
6890,TAP1
11096,ADAMTS5
4802,NFYC
7010,TEK
29926,GMPPA
1850,DUSP8
4795,NFKBIL1
83694,RPS6KL1
8504,PEX3
8220,DGCR14
116,ADCYAP1
6048,RNF5
55655,NLRP2
100287114,LINC00421
147184,TMEM99
8614,STC2
3718,JAK3
81570,CLPB
54733,SLC35F2
84832,ANKRD36BP1
9639,ARHGEF10
7201,TRHR
7264,TSTA3
351,APP
388667,C1orf137
101928173,
6530,SLC6A2
3858,KRT10
375035,SFT2D2
5928,RBBP4
6206,RPS12
84064,HDHD2
23547,LILRA4
3096,HIVEP1
9646,CTR9
9437,NCR1
90736,FAM104B
100873993,ITIH4-AS1
9673,SLC25A44
2935,GSPT1
166647,GPR125
9197,SLC33A1
7162,TPBG
84726,PRRC2B
91828,EXOC3L4
54879,ST7L
101929733,
94137,RP1L1
56981,PRDM11
320,APBA1
7101,NR2E1
112724,
7153,TOP2A
400831,C20orf202
59341,TRPV4
100132288,TEKT4P2
100233156,TEKT4P2
3135,HLA-G
55321,TMEM74B
256957,HEATR9
51606,ATP6V1H
80741,LY6G5C
100130417,
9093,DNAJA3
100132285,KIR2DP1
3754,KCNF1
101927688,SEPT4-AS1
619208,FAM229B
144347,FAM101A
100533183,FAM101A
101927193,CHL1-AS1
5619,PRM1
11014,KDELR2
100506289,
199713,NLRP7
124404,SEPT12
115825,WDFY2
80737,VWA7
6118,RPA2
3814,KISS1
441046,GUSBP5
3805,KIR2DL4
127845,GOLT1A
7082,TJP1
221044,UCMA
128367,OR10X1
64754,SMYD3
391190,OR2L8
441608,OR5B3
127077,OR2T11
256892,OR51F1
55704,CCDC88A
119695,OR52R1
57538,ALPK3
79324,OR51G1
220108,FAM124A
137970,UNC5D
390093,OR10A6
178,AGL
8359,HIST1H4A
114049,WBSCR22
26232,FBXO2
119764,OR4X2
390113,OR4X1
100287015,
219428,OR4C16
100874203,COL4A2-AS1
390142,OR5D13
387718,TEX36
219437,OR5L1
6899,TBX1
219473,OR8K3
219479,OR5R1
219493,OR5AR1
219952,OR6Q1
219959,OR1S1
283189,OR9G4
283160,OR8D2
283162,OR8B4
79295,OR5H6
170690,ADAMTS16
442194,OR10C1
728431,LINC01137
347169,OR1B1
284788,
79923,NANOG
3141,HLCS
10121,ACTR1A
85302,FBF1
9943,OXSR1
100526835,FPGT-TNNI3K
3431,SP110
1665,DHX15
51735,
3595,IL12RB2
389362,PSMG4
256021,
256021,
162387,MFSD6L
641700,ECSCR
81696,OR5V1
3263,HPX
388327,C17orf100
54989,ZNF770
4831,
10656,KHDRBS3
10171,
3757,KCNH2
2334,AFF2
64744,SMAP2
256979,SUN3
474354,LRRC18
3806,KIR2DS1
3787,KCNS1
26531,OR11A1
56244,BTNL2
6941,TCF19
645434,
80149,ZC3H12A
79794,C12orf49
144348,ZNF664
114614,MIR155HG
23042,PDXDC1
102724985,PDXDC1
8796,SCEL
57474,ZNF490
101928174,
5542,PRB4
5545,PRB4
3113,HLA-DPA1
54932,EXD3
203569,PAGE2
85413,SLC22A16
63874,ABHD4
2547,XRCC6
497189,TIFAB
3700,ITIH4
957,ENTPD5
56155,TEX14
112724,
8703,B4GALT3
3802,KIR2DL1
100506542,LINC01082
113622,ADPRHL1
390502,SERPINA2
80741,LY6G5C
401480,
27164,SALL3
54943,DNAJC28
129881,CCDC173
9980,DOPEY2
6362,CCL18
25789,TMEM59L
1938,EEF2
29844,TFPT
5916,RARG
103910,MYL12B
339666,
63920,ZBED8
81494,CFHR5
140691,
101928791,
257,ALX3
10157,AASS
8533,COPS3
90987,ZNF251
93611,FBXO44
1235,CCR6
81576,CCDC130
6049,RNF6
1666,DECR1
3805,KIR2DL4
283587,LINC01146
200634,KRTCAP3
284273,ZADH2
284415,VSTM1
23511,NUP188
10745,PHTF1
140947,DCANP1
401097,C3orf80
54575,UGT1A10
100169752,TEX36-AS1
22928,SEPHS2
221955,DAGLB
26740,OR1J2
29928,TIMM22
84000,TMPRSS13
4056,LTC4S
100505879,KIF25-AS1
10990,LILRB5
100093630,SNHG8
3211,HOXB1
63941,NECAB3
100379220,TMED11P
253962,CACNA1G-AS1
100533181,FXYD6-FXYD2
5692,PSMB4
2002,ELK1
100130889,PSORS1C3
134111,UBE2QL1
3106,HLA-B
388406,
493913,PAPPA-AS1
80022,MYO15B
100996663,
10640,EXOC5
29844,TFPT
55501,CHST12
101927181,CHST12
9794,MAML1
10752,CHL1
8872,CDC123
116028,RMI2
154664,ABCA13
51206,GP6
8838,WISP3
10143,CLEC3A
347732,CATSPER3
643418,LIPN
54535,CCHCR1
23247,KIAA0556
6935,ZEB1
3904,LAIR2
3859,KRT12
784,CACNB3
29883,CNOT7
101927642,LINC01444
196477,CCER1
400644,LINC01443
339988,
948,CD36
64422,ATG3
51629,SLC25A39
5922,RASA2
7473,WNT3
1797,DXO
54799,MBTD1
23746,AIPL1
388550,CEACAM22P
402055,SRRD
9095,TBX19
26059,ERC2
22932,POMZP3
645745,MT1HL1
57636,
388551,CEACAM16
63940,GPSM3
170685,NUDT10
127841,LINC00628
55690,PACS1
55114,ARHGAP17
2256,FGF11
5427,POLE2
10866,HCP5
7468,WHSC1
25884,CHRDL2
51290,ERGIC2
59343,SENP2
22874,PLEKHA6
56971,CEACAM19
8993,PGLYRP1
10165,SLC25A13
27039,PKD2L2
60385,TSKS
10866,HCP5
7726,TRIM26
768211,RELL1
135644,TRIM40
51463,GPR89B
729440,CCDC61
10683,DLL3
101928017,UBXN10-AS1
10347,ABCA7
1418,CRYGA
340024,SLC6A19
9363,RAB33A
400410,ST20
6123,RPL3L
7392,USF2
441864,TARM1
79673,ZNF329
55512,SMPD3
57705,WDFY4
728118,NUTM2A
5873,RAB27A
55256,ADI1
152578,
102724250,
3020,H3F3A
79709,COLGALT1
4931,NVL
8366,HIST1H4B
387082,SUMO4
11138,TBC1D8
57560,IFT80
9419,CRIPT
6611,SMS
170954,PPP1R18
6286,S100P
64077,LHPP
101928602,
3107,HLA-C
101927482,
9693,RAPGEF2
51531,C9orf156
79639,TMEM53
9088,PKMYT1
6301,SARS
3812,KIR3DL2
10432,RBM14
122258,SPACA7
8890,EIF2B4
101929488,
439916,LINC00615
10627,MYL12A
4905,NSF
26019,UPF2
282890,ZNF311
51699,VPS29
64854,USP46
339479,BRINP3
5649,RELN
57520,HECW2
147949,ZNF583
222256,CDHR3
4321,MMP12
388381,C17orf98
117286,CIB3
9666,DZIP3
2038,EPB42
84304,NUDT22
100526664,LY75-CD302
80761,UPK3B
284611,FAM102B
8503,PIK3R3
59277,NTN4
3131,HLF
54883,
7633,ZNF79
1634,DCN
8287,USP9Y
3120,HLA-DQB2
84955,NUDCD1
26121,PRPF31
8878,SQSTM1
171389,NLRP6
29035,C16orf72
80700,UBXN6
51337,THEM6
57481,KIAA1210
387751,GVINP1
137735,ABRA
6300,MAPK12
2746,GLUD1
54875,CNTLN
79699,ZYG11B
29844,TFPT
54807,ZNF586
84735,CNDP1
81626,SHCBP1L
65057,ACD
1513,CTSK
148979,GLIS1
80351,TNKS2
54165,DCUN1D1
339105,PRSS53
6846,XCL2
81847,RNF146
100528021,ST20-MTHFS
64418,TMEM168
5478,PPIA
2834,PRLHR
10588,
6853,SYN1
3805,KIR2DL4
6510,SLC1A5
9906,SLC35E2B
728661,SLC35E2B
253018,HCG27
70,ACTC1
379,ARL4D
6375,XCL1
7142,TNP2
6426,SRSF1
55132,LARP1B
64840,PORCN
7486,WRN
10947,AP3M2
6548,SLC9A1
5281,PIGF
54658,UGT1A1
3575,IL7R
5817,PVR
7532,YWHAG
283600,SLC25A47
100506085,
374819,LRRC37A3
93659,CGB5
283208,P4HA3
245972,ATP6V0D2
440757,LINC00851
3105,HLA-A
101927476,
1618,DAZL
283971,CLEC18C
497190,CLEC18C
57453,DSCAML1
31,ACACA
353514,LILRA5
126669,SHE
54867,TMEM214
1636,ACE
340654,LIPM
23233,EXOC6B
1975,EIF4B
10588,MTHFS
23624,CBLC
26609,VCX
56674,TMEM9B
53339,BTBD1
730811,MYT1L-AS1
100132594,PGAM1P5
19,ABCA1
3802,KIR2DL1
10280,SIGMAR1
100131980,ZNF705G
143098,MPP7
26093,CCDC9
22974,TPX2
11064,CNTRL
1805,DPT
3806,KIR2DL5A
553128,KIR2DL5A
6790,AURKA
440390,
29799,YPEL1
3106,HLA-B
256006,ANKRD31
646486,FABP12
91949,COG7
3111,HLA-DOA
80231,CXorf21
163050,ZNF564
4161,MC5R
414208,ZNF32-AS2
3117,HLA-DQA1
100509457,HLA-DQA1
23040,MYT1L
5214,PFKP
9129,PRPF3
255928,SYT14
139793,PAGE3
123041,SLC24A4
116534,MRGPRE
344758,GPR149
651302,ZNF192P1
222171,PRR15
100507062,PSMD6-AS2
54965,PIGX
9726,ZNF646
132884,EVC2
1549,CYP2A7
91689,SMDT1
6203,RPS9
57645,POGK
3805,KIR2DL4
843,CASP10
2519,FUCA2
7580,ZNF32
6901,TAZ
222698,NKAPL
728888,NPIPB11
2167,FABP4
101928254,
85481,PSKH2
2182,ACSL4
4855,NOTCH4
101928504,
401398,POT1-AS1
414201,ZNF32-AS3
139081,MAGEC3
414197,ZNF32-AS1
64762,GAREM
158434,
9861,PSMD6
390790,ARL5C
29991,OBP2A
338879,RNASE10
8662,EIF3B
83759,RBM4B
90737,PAGE5
84798,C19orf48
3304,HSPA1B
2957,GTF2A1
23171,GPD1L
4700,NDUFA6
3671,ISLR
978,CDA
653269,POTEI
151477,LINC00471
9991,PTBP3
101926897,
79883,PODNL1
645355,MIR3976HG
6768,ST14
1310,COL19A1
1842,ECM2
64282,PAPD5
90075,ZNF30
3811,KIR3DL1
126014,OSCAR
27248,ERLEC1
3146,HMGB1
83758,RBP5
5742,PTGS1
101927502,
222545,GPRC6A
151174,
146513,
25880,TMEM186
10164,CHST4
5089,PBX2
5089,PBX2
56927,GPR108
692099,FAM86DP
100506688,
8874,ARHGEF7
81557,MAGED4B
728239,MAGED4B
3654,IRAK1
285313,IGSF10
23136,EPB41L3
339298,
57348,TTYH1
259215,LY6G6F
4215,MAP3K3
6397,SEC14L1
116173,CMTM5
9899,SV2B
440561,PRAMEF6
339390,CLEC4G
201191,SAMD14
646023,ADORA2A-AS1
100996307,LIPE-AS1
101930071,LIPE-AS1
10316,NMUR1
80352,RNF39
4033,LRMP
54978,SLC35F6
7571,ZNF23
1889,ECE1
3673,ITGA2
23165,NUP205
493860,CCDC73
51278,IER5
10313,RTN3
165100,C2orf57
101928973,
6667,SP1
3802,KIR2DL1
51192,CKLF
100505678,STARD4-AS1
338651,KRTAP5-AS1
100113403,LINC00577
387264,KRTAP5-1
100873948,NREP-AS1
440021,KRTAP5-2
7884,SLBP
27179,IL36A
7352,UCP3
10782,ZNF274
79731,NARS2
102800315,MIR7515HG
63976,PRDM16
114794,
101927035,
1394,CRHR1
64098,PARVG
26050,SLITRK5
4144,MAT2A
284370,ZNF615
8372,HYAL3
112744,IL17F
101927071,
114794,ELFN2
101928283,
24150,TP53TG3B
653550,TP53TG3B
729355,TP53TG3B
102723655,TP53TG3B
102723713,TP53TG3B
102724101,TP53TG3B
102724127,TP53TG3B
283685,GOLGA6L2
83706,FERMT3
4157,MC1R
6721,SREBF2
10211,FLOT1
221481,ARMC12
100287948,
645332,FAM86C2P
26160,IFT172
9902,MRC2
100506428,CBR3-AS1
6203,RPS9
400553,
79166,LILRP2
79647,AKIRIN1
26692,OR2W1
1839,HBEGF
64805,P2RY12
129025,ZNF280A
8030,CCDC6
7353,UFD1L
23201,FAM168A
84181,CHD6
7076,TIMP1
26523,AGO1
53829,P2RY13
51071,DERA
340419,RSPO2
100506271,
8539,API5
91133,L3MBTL4
54522,ANKRD16
9934,P2RY14
83940,TATDN1
26005,C2CD3
1974,EIF4A2
55449,DHRS4-AS1
163051,ZNF709
4801,NFYB
9846,GAB2
4094,MAF
283314,C1RL-AS1
10381,TUBB3
83641,FAM107B
7110,TMF1
5539,PPY
24142,NAT6
11031,RAB31
53836,GPR87
255349,TMEM211
6129,RPL7
8841,HDAC3
337876,CHSY3
2165,F13B
2994,GYPB
84171,LOXL4
2011,MARK2
11132,CAPN10
11332,ACOT7
79100,LINC00626
3813,KIR3DS1
400629,TEX19
137902,PXDNL
100287898,TTC34
101978719,LINC00970
220388,CCDC89
118490,MSS51
101929244,CASC20
388372,
1267,CNP
991,CDC20
3984,LIMK1
101928596,
100463488,MTRNR2L10
84919,PPP1R15B
5825,ABCD3
639,PRDM1
535,ATP6V0A1
81618,ITM2C
100874369,CACNA1C-IT2
9731,CEP104
389073,C2orf80
126668,TDRD10
85301,COL27A1
100874234,CACNA1C-AS4
127550,A3GALT2
8091,HMGA2
30813,VSX1
51340,CRNKL1
81793,TLR10
102724776,
8633,UNC5C
199713,NLRP7
3560,IL2RB
3633,INPP5B
5654,HTRA1
85300,ATCAY
9497,SLC4A7
400569,MED11
64425,POLR1E
3802,KIR2DL1
27069,GHITM
55860,ACTR10
101928896,
6894,TARBP1
101928865,
6262,RYR2
26692,OR2W1
79148,MMP28
1819,DRG2
27092,CACNG4
84153,RNASEH2C
646480,FABP9
58191,CXCL16
4358,MPV17
55193,PBRM1
5287,PIK3C2B
6503,SLA
8777,MPDZ
101927155,LMO7-AS1
399474,TMEM200B
56957,OTUD7B
26286,ARFGAP3
55308,DDX19A
23210,JMJD6
100506406,
5375,PMP2
4983,OPHN1
7286,TUFT1
104355138,LINC01162
1936,EEF1D
1565,CYP2D6
101929829,CYP2D6
9656,MDC1
641311,RPL31P11
55347,ABHD10
147166,TRIM16L
6992,PPP1R11
7295,TXN
56940,DUSP22
284359,IZUMO1
133308,SLC9B2
400579,
80243,PREX2
8228,PNPLA4
100293516,ZNF587B
28978,TMEM14A
8515,ITGA10
57536,KIAA1328
23759,PPIL2
100129935,
56244,BTNL2
56244,BTNL2
8458,TTF2
11025,LILRB3
102724997,LILRB3
25797,QPCT
23527,ACAP2
101927884,
8932,MBD2
26521,TIMM8B
9131,AIFM1
101928124,
100526737,RBM14-RBM4
220064,ORAOV1
84141,EVA1A
89944,GLB1L2
102723778,
1132,CHRM4
441873,
645359,
10269,ZMPSTE24
3018,HIST1H2BB
51534,VTA1
4207,MEF2BNB-MEF2B
201625,DNAH12
5069,PAPPA
23333,DPY19L1
3932,LCK
2651,GCNT2
85014,TMEM141
100288485,MTRNR2L7
8334,HIST1H2AC
284415,VSTM1
255403,ZNF718
343069,HNRNPCL1
55090,MED9
7011,TEP1
11338,U2AF2
642366,
118932,ANKRD22
56256,SERTAD4
58530,LY6G6D
1746,DLX2
22944,KIN
2558,GABRA5
5936,RBM4
8542,APOL1
3305,HSPA1L
1676,DFFA
55775,TDP1
100303491,ZEB2-AS1
9119,KRT75
54101,RIPK4
51257,MARCH2
3805,KIR2DL4
143458,LDLRAD3
64777,RMND5B
100286922,
143244,EIF5AL1
342,APOC1P1
440704,
23647,ARFIP2
284098,PIGW
54856,GON4L
51191,HERC5
3812,KIR3DL2
30837,SOCS7
147687,ZNF417
28987,NOB1
112724,RDH13
9188,DDX21
566,AZU1
9543,IGDCC3
388942,
402117,VWC2L
631,BFSP1
55303,GIMAP4
137814,NKX2-6
3614,IMPDH1
100653005,
10970,CKAP4
90332,EXOC3L2
136541,PRSS58
64321,SOX17
11027,LILRA2
10093,ARPC4
112724,
89858,SIGLEC12
51734,MSRB1
103695432,LINC01167
101927590,LINC01166
998,CDC42
55379,LRRC59
3670,ISL1
254778,C8orf46
399829,LINC01168
6493,SIM2
6453,ITSN1
4887,NPY2R
3804,KIR2DL3
9509,ADAMTS2
100873932,DPYD-AS1
342926,ZNF677
64746,ACBD3
9839,ZEB2
101929549,
440944,THUMPD3-AS1
57020,C16orf62
1806,DPYD
84934,RITA1
9271,PIWIL1
7866,IFRD2
6498,SKIL
51733,UPB1
653,BMP5
254225,RNF169
8352,HIST1H3C
389766,C9orf153
8364,HIST1H4C
4700,NDUFA6
2781,GNAZ
84126,ATRIP
64407,RGS18
8908,GYG2
123803,NTAN1
374768,SPEM1
2846,LPAR4
25805,BAMBI
654346,LGALS9C
56943,ENY2
3109,HLA-DMB
101927416,SRGAP3-AS2
151484,
25828,TXN2
255626,HIST1H2BA
170394,PWWP2B
56271,BEX4
284800,FAM182A
4158,MC2R
55572,FOXRED1
362,AQP5
54820,
7098,TLR3
391622,USP17L6P
388886,LRRC75B
276,AMY1A
100129128,KHDC1L
221656,KDM1B
3010,HIST1H1T
282974,STK32C
55366,LGR4
101930660,
3006,HIST1H1C
10239,AP3S2
100506795,LINC01354
101927318,
4704,NDUFA9
9437,NCR1
100132979,GOLGA8EP
84272,YIPF4
378938,MALAT1
128218,TMEM125
3111,HLA-DOA
50854,C6orf48
55974,SLC50A1
54766,BTG4
3925,STMN1
255394,TCP11L2
9681,DEPDC5
115653,KIR3DL3
359,AQP2
100861553,LINC00560
80759,KHDC1
84465,MEGF11
9855,FARP2
145624,PWAR1
9244,CRLF1
5366,PMAIP1
1298,COL9A2
3751,KCND2
389791,PTGES2-AS1
8449,DHX16
100996425,
3275,PRMT2
169611,OLFML2A
4363,ABCC1
100132285,KIR2DP1
101928618,
54796,BNC2
55848,PLGRKT
83638,C11orf68
3809,KIR2DS4
283551,LINC01588
80765,STARD5
4697,NDUFA4
282808,RAB40AL
4762,NEUROG1
54546,RNF186
11006,LILRB4
647024,C6orf132
6357,CCL13
1058,CENPA
25759,SHC2
9901,SRGAP3
338324,S100A7A
202052,DNAJC18
26716,OR2H1
101927667,LINC01535
11335,CBX3
7475,WNT6
84824,FCRLA
7323,UBE2D3
55733,HHAT
441282,AKR1B15
55998,NXF5
7133,TNFRSF1B
10630,PDPN
100506159,
10389,SCML2
11281,POU6F2
388533,KRTDAP
79899,PRR5L
51124,IER3IP1
3135,HLA-G
8870,IER3
646450,ARIH2OS
522,ATP5J
93474,ZNF670
79042,TSEN34
11011,TLK2
56979,PRDM9
399665,FAM102A
9547,CXCL14
441027,TMEM150C
10809,STARD10
7407,VARS
9043,SPAG9
5575,PRKAR1B
3120,HLA-DQB2
79143,MBOAT7
9253,NUMBL
57116,ZNF695
8347,HIST1H2BC
100133036,FAM95B1
10129,FRY
100505561,LINC00866
152573,SHISA3
1306,COL15A1
100192426,
9326,ZNHIT3
100133234,SBF1P1
493900,TMEM9B-AS1
158586,ZXDB
146956,EME1
79582,SPAG16
89849,ATG16L2
9947,MAGEC1
54461,FBXW5
54681,P4HTM
260429,PRSS33
1540,CYLD
3122,HLA-DRA
1400,CRMP1
114786,XKR4
29057,FAM156A
9824,ARHGAP11A
5368,PNOC
3350,HTR1A
1022,CDK7
6534,SLC6A7
203522,DDX26B
984,CDK11A
728642,CDK11A
226,ALDOA
117143,TADA1
94103,ORMDL3
441430,ANKRD20A2
102723552,ANKRD20A2
102725379,ANKRD20A2
10113,PREB
57178,ZMIZ1
498,ATP5A1
8864,PER2
25806,VAX2
117248,GALNT15
101929413,
196913,C14orf183
10255,HCG9
140873,C20orf173
79042,TSEN34
22821,RASA3
2838,GPR15
55845,BRK1
127281,FAM213B
92304,SCGB3A1
2118,ETV4
196740,VSTM4
5927,KDM5A
116966,WDR17
124935,SLC43A2
80119,PIF1
2035,EPB41
401541,CENPP
51284,TLR7
3693,ITGB5
10969,EBNA1BP2
10733,PLK4
95,ACY1
114904,C1QTNF6
80862,ZNRD1-AS1
25834,MGAT4C
29113,C6orf15
55662,HIF1AN
9290,GPR55
55049,C19orf60
7415,VCP
170062,FAM47B
100130418,CECR7
3553,IL1B
401505,TOMM5
326625,MMAB
286362,OR13C9
6891,TAP2
22843,PPM1E
59284,CACNG7
359948,IRF2BP2
8997,KALRN
343071,PRAMEF10
90317,ZNF616
377630,USP17L2
9724,UTP14C
4622,MYH4
83881,MIXL1
100302691,LINC00184
6406,SEMG1
101927787,
7503,XIST
389827,TMEM8C
100652999,
431704,RGS21
100861548,PINK1-AS
101928144,
55600,ITLN1
649159,LINC00273
54857,GDPD2
8620,NPFF
27072,VPS41
101928517,
64061,TSPYL2
100129620,
834,CASP1
8705,B3GALT4
1139,CHRNA7
284367,SIGLEC17P
163404,
51237,MZB1
51320,MEX3C
10887,APLF
200558,APLF
65243,ZFP69B
7305,TYROBP
51460,SFMBT1
79982,DNAJB14
3431,SP110
570,BAAT
1650,DDOST
348235,SKA2
79718,TBL1XR1
112724,
28984,RGCC
3811,KIR3DL1
10288,LILRB2
51573,GDE1
6892,TAPBP
114932,MRFAP1L1
9313,MMP20
3203,HOXA6
80194,TMEM134
161291,TMEM30B
392197,USP17L7
100288175,
221223,CES5A
84867,PTPN5
55502,HES6
158035,LINC00032
196472,FAM71C
3116,HLA-DPB2
101927229,
51175,TUBE1
167465,ZNF366
401286,
441178,
3201,HOXA4
64115,C10orf54
100133286,
133482,SLCO6A1
102723475,
4320,MMP11
26511,CHIC2
100861520,POU6F2-AS1
259240,WFDC9
9085,CDY1
23317,DNAJC13
1371,CPOX
26577,PCOLCE2
387837,CLEC12B
874,CBR3
392636,AGMO
5128,CDK17
10367,MICU1
103695431,LINC01048
84186,ZCCHC7
55503,TRPV6
6860,SYT4
166614,DCLK2
11133,KPTN
5089,PBX2
1317,SLC31A1
414152,C10orf105
30968,STOML2
1411,CRYBA1
8468,FKBP6
5212,VIT
23589,CARHSP1
161829,EXD1
285943,HOXA-AS2
27156,RSPH14
3739,KCNA4
100873944,PRKX-AS1
3303,HSPA1A
6418,SET
5613,PRKX
51678,MPP6
104355426,LENG8-AS1
401115,C4orf48
442213,PTCHD4
79712,GTDC1
100506791,LINC01511
8859,STK19
400512,
10803,CCR9
5019,OXCT1
23042,PDXDC1
102724985,PDXDC1
100852408,EGFLAM-AS4
10884,MRPS30
55906,ZC4H2
711,ERC2-IT1
171391,
11322,TMC6
637,BID
79041,TMEM38A
114823,LENG8
9643,MORF4L2
55937,APOM
162962,ZNF836
5542,PRB1
100128420,LINC00892
894,CCND2
11091,WDR5
51421,AMOTL2
113828,FAM83F
11016,ATF7
1101,CHAD
5199,CFP
101928937,
23562,CLDN14
369,ARAF
57597,BAHCC1
9849,ZNF518A
51751,HIGD1B
101927150,L3MBTL4-AS1
9383,TSIX
55231,CCDC87
100507584,LINC01016
5981,RFC1
1608,DGKG
101927074,LINC00682
100506810,LINC01132
23504,RIMBP2
102157401,PCBP2-OT1
116535,MRGPRF
101927851,
64844,MARCH7
1780,DYNC1I1
6638,SNRPN
58504,ARHGAP22
55651,NHP2
51716,CES1P1
9973,CCS
79750,ZNF385D
8605,PLA2G4C
5676,PSG7
84661,DPY30
23240,KIAA0922
80331,DNAJC5
442862,PRY2
100509646,PRY2
2323,FLT3LG
150290,DUSP18
1379,CR1L
5987,TRIM27
3119,HLA-DQB1
9715,FAM131B
6712,SPTBN2
57185,NIPAL3
4600,MX2
162979,ZNF296
91351,DDX60L
8661,EIF3A
169981,SPIN3
8532,CPZ
1272,CNTN1
101928200,MRGPRF-AS1
3241,HPCAL1
100507064,TEX26-AS1
64768,IPPK
137362,GOT1L1
284325,C19orf54
100288332,NPIPA5
25926,NOL11
91156,IGFN1
149069,DCDC2B
79884,MAP9
51022,GLRX2
101928955,
79628,SH3TC2
100887750,MRPS31P5
115653,KIR3DL3
5797,PTPRM
7915,ALDH5A1
26219,OR1J4
246184,CDC26
100873937,GRM7-AS1
57692,MAGEE1
83639,TEX101
115653,KIR3DL3
101928850,
140679,SLC32A1
81488,POLR2M
10384,BTN3A3
5731,PTGER1
55823,VPS11
22952,CYP2G1P
101927242,LINC01430
89845,ABCC10
3105,HLA-A
79783,SUGCT
79818,ZNF552
80221,ACSF2
1548,CYP2A6
22995,CEP152
23510,KCTD2
257169,C9orf43
337979,KRTAP22-1
4650,MYO9B
4849,CNOT3
103752584,CCND2-AS1
728190,NUTM2A-AS1
344875,COL6A4P1
130271,PLEKHH2
57209,ZNF248
152330,CNTN4
8395,PIP5K1B
9203,ZMYM3
55691,FRMD4A
101927992,LINC01213
51560,RAB6B
3033,HADH
56259,CTNNBL1
440434,
5422,POLA1
80326,WNT10A
84749,USP30
51206,GP6
22827,PUF60
388552,BLOC1S3
84914,ZNF587
101927258,LINC01474
653333,FAM86B2
64072,CDH23
100653137,CDH23
127294,MYOM3
440970,LINC00971
643836,ZFP62
338761,C1QL4
90362,FAM110B
29034,CPS1-IT1
440695,ETV3L
56954,NIT2
102724728,POM121L7
9437,NCR1
100874097,UBE2Q1-AS1
101928537,LINC01494
4701,NDUFA7
9817,KEAP1
5670,PSG2
1147,CHUK
2979,GUCA1B
7763,ZFAND5
79862,ZNF669
159989,CCDC67
6617,SNAPC1
11157,LSM6
79992,AGPAT4-IT1
94015,TTYH2
144486,CEP83-AS1
150248,C22orf15
55585,UBE2Q1
5438,POLR2I
400221,
9842,PLEKHM1
3600,IL15
606553,C8orf49
163259,DENND2C
100527963,PMF1-BGLAP
90933,TRIM41
2953,GSTT2B
653689,GSTT2B
29895,MYLPF
4064,CD180
8941,CDK5R2
403312,
139562,OTUD6A
139189,DGKK
140834,C20orf62
79160,
104310350,LINC01327
100873933,DPYD-AS2
5618,PRLR
9421,HAND1
101928555,LINC01537
100750225,PCAT1
112574,SNX18
8818,DPM2
138883,OR1N1
54754,NUTM2F
1955,MEGF9
2117,ETV3
339665,SLC35E4
103164619,PCAT2
9045,RPL14
9804,TOMM20
199713,NLRP7
9852,EPM2AIP1
9128,PRPF4
5923,RASGRF1
60675,PROK2
9638,FEZ1
118461,C10orf71
26071,FAM127B
29922,NME7
283731,
102725121,
132720,C4orf32
56895,AGPAT4
102723742,LINC01500
23355,VPS8
9678,PHF14
84992,PYURF
100996939,PYURF
51136,RNFT1
9315,NREP
55359,STYK1
7520,XRCC5
386758,ZNF582-AS1
101927780,
57611,ISLR2
51338,MS4A4A
1933,EEF1B2
79791,FBXO31
4696,NDUFA3
1398,CRK
9920,KBTBD11
6597,SMARCA4
4714,NDUFB8
116039,OSR2
23007,PLCH1
284353,NKPD1
100132916,FAM159B
444882,IGFL4
389831,
102723360,
102724219,
102724441,
102724843,
102724951,
219959,OR1S1
79925,SPEF2
89832,CHRFAM7A
101929970,CHRFAM7A
103689846,ADAMTS19-AS1
976,CD97
102724933,
219960,OR10Q1
2641,GCG
23331,TTC28
